market,date,code,name,closing_price,pe_ratio,dividend_yield,dividend_year,pb_ratio,financial_report_period,trading_status
TPEx,2026-09-15,3491,昇達科,1355.0,107.71,0.5,114.0,20.53,115Q2,traded
TPEx,2026-09-15,3492,長盛,18.8,14.57,5.85,114.0,1.04,115Q2,traded
TPEx,2026-09-15,3498,陽程,173.5,39.52,0.0,114.0,4.2,115Q2,traded
TPEx,2026-09-15,3499,環天科,12.95,,0.0,114.0,1.66,115Q2,traded
TPEx,2026-09-15,3508,位速,21.8,,0.0,114.0,4.27,115Q2,traded
TPEx,2026-09-15,3511,矽瑪,18.15,,0.0,114.0,1.14,115Q2,traded
TPEx,2026-09-15,3512,皇龍,19.05,10.08,9.45,114.0,0.86,115Q2,traded
TPEx,2026-09-15,3516,亞帝歐,25.35,36.74,0.79,114.0,0.97,115Q2,traded
TPEx,2026-09-15,3520,華盈,17.15,,0.0,114.0,1.48,115Q2,traded
TPEx,2026-09-15,3521,台鋼建設,12.05,7.05,0.0,114.0,0.99,115Q2,traded
TPEx,2026-09-15,3522,御嵿,12.95,,0.0,114.0,1.89,115Q2,traded
TPEx,2026-09-15,3523,迎輝,15.85,,0.0,114.0,2.76,115Q2,traded
TPEx,2026-09-15,3526,凡甲,262.0,14.75,6.43,114.0,4.23,115Q2,traded
TPEx,2026-09-15,3527,聚積,48.6,,2.06,114.0,0.96,115Q2,traded
TPEx,2026-09-15,3529,力旺,2625.0,88.06,0.78,114.0,56.21,115Q2,traded
TPEx,2026-09-15,3531,先益,,16.14,2.35,114.0,0.7,115Q2,no_trade
TPEx,2026-09-15,3537,堡達,51.8,11.29,3.86,114.0,2.26,115Q2,traded
TPEx,2026-09-15,3540,曜越,21.9,24.89,1.18,114.0,0.89,115Q2,traded
TPEx,2026-09-15,3541,西柏,22.05,68.91,0.0,114.0,1.69,115Q2,traded
TPEx,2026-09-15,3546,宇峻,72.0,14.34,3.47,114.0,2.67,115Q2,traded
TPEx,2026-09-15,3548,兆利,76.4,206.49,1.31,114.0,0.84,115Q2,traded
TPEx,2026-09-15,3551,世禾,168.5,17.94,2.85,114.0,2.08,115Q2,traded
TPEx,2026-09-15,3552,同致,40.3,,1.24,114.0,0.9,115Q2,traded
TPEx,2026-09-15,3555,博士旺,171.0,19.91,0.0,114.0,8.26,115Q2,traded
TPEx,2026-09-15,3556,禾瑞亞,55.8,15.16,3.49,114.0,2.95,115Q2,traded
TPEx,2026-09-15,3558,神準,119.5,55.84,2.51,114.0,1.18,115Q2,traded
TPEx,2026-09-15,3564,其陽,46.7,129.72,0.58,114.0,2.0,115Q2,traded
TPEx,2026-09-15,3567,逸昌,25.0,22.52,4.0,114.0,1.53,115Q2,traded
TPEx,2026-09-15,3570,大塚,167.5,11.71,5.79,114.0,2.68,115Q2,traded
TPEx,2026-09-15,3577,泓格,109.5,25.17,1.83,114.0,4.75,115Q2,traded
TPEx,2026-09-15,3580,友威科,88.0,54.32,1.36,114.0,3.35,115Q2,traded
TPEx,2026-09-15,3581,博磊,92.8,39.66,0.65,114.0,5.23,115Q2,traded
TPEx,2026-09-15,3587,閎康,229.0,34.8,1.84,114.0,2.76,115Q2,traded
TPEx,2026-09-15,3594,磐儀,45.45,35.79,0.87,114.0,1.9,115Q2,traded
TPEx,2026-09-15,3597,映興,26.3,32.88,1.52,114.0,1.73,115Q2,traded
TPEx,2026-09-15,3609,三一東林,20.75,3.2,0.0,114.0,1.78,115Q2,traded
TPEx,2026-09-15,3611,鼎翰,180.5,8.74,5.54,114.0,1.35,115Q2,traded
TPEx,2026-09-15,3615,安可,32.8,10.51,2.13,114.0,0.96,115Q2,traded
TPEx,2026-09-15,3623,富晶通,26.05,27.71,0.0,114.0,2.02,115Q2,traded
TPEx,2026-09-15,3624,光頡,123.5,38.59,0.89,114.0,4.06,115Q2,traded
TPEx,2026-09-15,3625,西勝,12.3,,0.0,114.0,2.61,115Q2,traded
TPEx,2026-09-15,3628,盈正,72.0,17.43,4.51,114.0,2.02,115Q2,traded
TPEx,2026-09-15,3629,地心引力,19.6,,0.0,114.0,14.96,115Q2,traded
TPEx,2026-09-15,3630,新鉅科,25.75,,0.0,114.0,1.79,115Q2,traded
TPEx,2026-09-15,3631,晟楠,36.7,,0.0,114.0,2.51,115Q2,traded
TPEx,2026-09-15,3632,研勤,7.1,,0.0,114.0,2.51,115Q2,traded
TPEx,2026-09-15,3646,艾恩特,24.85,,3.62,114.0,2.02,115Q2,traded
TPEx,2026-09-15,3663,鑫科,60.0,260.87,0.0,114.0,2.01,115Q2,traded
TPEx,2026-09-15,3664,安瑞-KY,7.67,,0.0,114.0,5.85,115Q2,traded
TPEx,2026-09-15,3666,光耀,25.0,,0.0,114.0,2.02,115Q2,traded
TPEx,2026-09-15,3672,康聯訊,11.8,,0.0,114.0,1.65,115Q2,traded
TPEx,2026-09-15,3675,德微,269.0,47.03,1.49,114.0,4.86,115Q2,traded
TPEx,2026-09-15,3680,家登,488.5,32.85,1.41,114.0,3.62,115Q2,traded
TPEx,2026-09-15,3684,榮昌,54.2,13.45,5.12,114.0,2.32,115Q2,traded
TPEx,2026-09-15,3685,元創精密,35.65,,0.0,114.0,3.87,115Q2,traded
TPEx,2026-09-15,3687,歐買尬,61.4,14.11,3.26,114.0,1.18,115Q2,traded
TPEx,2026-09-15,3689,湧德,105.5,13.06,3.46,114.0,1.9,115Q2,traded
TPEx,2026-09-15,3691,碩禾,94.1,34.34,0.0,114.0,1.43,115Q2,traded
TPEx,2026-09-15,3693,營邦,666.0,43.19,1.2,114.0,5.45,115Q2,traded
TPEx,2026-09-15,3707,漢磊,58.9,,0.0,114.0,2.7,115Q2,traded
TPEx,2026-09-15,3709,鑫聯大投控,60.8,5.38,3.55,114.0,1.79,115Q2,traded
TPEx,2026-09-15,3713,新晶投控,14.05,,0.0,114.0,1.79,115Q2,traded
TPEx,2026-09-15,4102,永日,18.8,,0.0,114.0,1.33,115Q2,traded
TPEx,2026-09-15,4105,東洋,78.3,11.23,5.75,114.0,2.8,115Q2,traded
TPEx,2026-09-15,4107,邦特,111.0,13.04,4.95,114.0,2.18,115Q2,traded
TPEx,2026-09-15,4109,加捷生醫,11.05,368.33,1.81,114.0,0.81,115Q2,traded
TPEx,2026-09-15,4111,濟生,28.65,9.07,4.54,114.0,1.22,115Q2,traded
TPEx,2026-09-15,4113,聯上,15.9,,0.0,114.0,0.88,115Q2,traded
TPEx,2026-09-15,4114,健喬,29.35,18.12,5.61,114.0,1.7,115Q2,traded
TPEx,2026-09-15,4116,明基醫,39.6,15.0,5.05,114.0,1.6,115Q2,traded
TPEx,2026-09-15,4120,友華,46.95,,8.52,114.0,0.78,115Q2,traded
TPEx,2026-09-15,4121,優盛,12.65,,0.0,114.0,0.74,115Q2,traded
TPEx,2026-09-15,4123,晟德,30.35,22.82,7.4,114.0,1.33,115Q2,traded
TPEx,2026-09-15,4126,太醫,77.7,12.99,5.79,114.0,1.97,115Q2,traded
TPEx,2026-09-15,4127,天良,59.0,39.07,0.0,114.0,5.2,115Q2,traded
TPEx,2026-09-15,4128,中天,14.5,16.29,0.0,114.0,0.9,115Q2,traded
TPEx,2026-09-15,4129,聯合,82.6,14.44,5.45,114.0,2.04,115Q2,traded
TPEx,2026-09-15,4131,浩泰,31.4,,0.0,114.0,4.38,115Q2,traded
TPEx,2026-09-15,4138,曜亞,53.9,14.73,7.79,114.0,1.36,115Q2,traded
TPEx,2026-09-15,4139,馬光-KY,40.45,,0.0,114.0,4.44,115Q2,traded
TPEx,2026-09-15,4147,中裕,59.6,,0.0,114.0,4.39,115Q2,traded
TPEx,2026-09-15,4153,鈺緯,31.8,19.39,6.29,114.0,1.93,115Q2,traded
TPEx,2026-09-15,4154,樂威科-KY,11.8,,0.0,114.0,1.91,115Q2,traded
TPEx,2026-09-15,4157,太景*-KY,8.69,39.5,0.0,114.0,6.03,115Q2,traded
TPEx,2026-09-15,4160,訊聯基因,39.55,59.03,1.25,114.0,2.14,115Q2,traded
TPEx,2026-09-15,4161,聿新科,22.3,12.32,3.14,114.0,1.35,115Q2,traded
TPEx,2026-09-15,4162,智擎,54.8,14.81,3.65,114.0,1.6,115Q2,traded
TPEx,2026-09-15,4163,鐿鈦,132.0,22.41,2.65,114.0,2.47,115Q2,traded
TPEx,2026-09-15,4166,友霖,23.8,24.54,0.0,114.0,2.18,115Q2,traded
TPEx,2026-09-15,4167,松瑞藥,19.05,5.74,7.79,114.0,1.35,115Q2,traded
TPEx,2026-09-15,4168,醣聯,21.6,,0.0,114.0,2.86,115Q2,traded
TPEx,2026-09-15,4171,瑞基,16.15,,0.0,114.0,1.6,115Q2,traded
TPEx,2026-09-15,4173,久裕,17.1,21.38,6.08,114.0,0.67,115Q2,traded
TPEx,2026-09-15,4174,浩鼎,26.0,,0.0,114.0,2.3,115Q2,traded
TPEx,2026-09-15,4175,杏一,51.5,13.59,5.83,114.0,1.43,115Q2,traded
TPEx,2026-09-15,4183,福永生技,13.2,,0.0,114.0,1.18,115Q2,traded
TPEx,2026-09-15,4188,安克,14.2,,0.0,114.0,1.74,115Q2,traded
TPEx,2026-09-15,4192,杏國,,,0.0,114.0,3.03,115Q2,no_trade
TPEx,2026-09-15,4198,欣大健康,49.9,,0.0,114.0,5.9,115Q2,traded
TPEx,2026-09-15,4205,中華食,68.9,17.36,5.08,114.0,3.11,115Q2,traded
TPEx,2026-09-15,4207,環泰,19.3,10.27,6.22,114.0,1.33,115Q2,traded
TPEx,2026-09-15,4303,信立,34.85,3.75,14.35,114.0,0.98,115Q2,traded
TPEx,2026-09-15,4304,勝昱,15.5,,0.0,114.0,3.04,115Q2,traded
TPEx,2026-09-15,4305,世坤,42.0,8.62,7.38,114.0,1.91,115Q2,traded
TPEx,2026-09-15,4401,東隆興,13.55,11.99,4.43,114.0,0.61,115Q2,traded
TPEx,2026-09-15,4402,郡都開發,14.35,,0.0,114.0,1.7,115Q2,traded
TPEx,2026-09-15,4406,新昕纖,10.1,,0.0,114.0,0.86,115Q2,traded
TPEx,2026-09-15,4413,飛寶企業,18.8,15.16,1.6,114.0,1.72,115Q2,traded
TPEx,2026-09-15,4416,三圓,11.6,3.71,0.0,114.0,0.44,115Q2,traded
TPEx,2026-09-15,4417,金洲,49.45,9.51,7.08,114.0,1.31,115Q2,traded
TPEx,2026-09-15,4419,皇家美食,46.6,,0.0,114.0,8.66,115Q2,traded
TPEx,2026-09-15,4420,光明,39.25,29.29,7.64,114.0,1.12,115Q2,traded
TPEx,2026-09-15,4430,耀億,17.25,44.23,2.9,114.0,0.55,115Q2,traded
TPEx,2026-09-15,4432,銘旺實,15.75,3.31,2.54,114.0,0.51,115Q2,traded
TPEx,2026-09-15,4433,興采,18.4,16.43,5.43,114.0,0.62,115Q2,traded
TPEx,2026-09-15,4442,竣邦-KY,56.6,11.62,6.01,114.0,2.11,115Q2,traded
TPEx,2026-09-15,4502,健信,15.7,,0.0,114.0,1.64,115Q2,traded
TPEx,2026-09-15,4503,金雨,22.2,5.97,0.0,114.0,0.93,115Q2,traded
TPEx,2026-09-15,4506,崇友,118.5,15.31,4.47,114.0,3.68,115Q2,traded
TPEx,2026-09-15,4510,高鋒,41.85,44.05,0.0,114.0,2.43,115Q2,traded
TPEx,2026-09-15,4513,福裕,15.25,,0.0,114.0,1.41,115Q2,traded
TPEx,2026-09-15,4523,永彰,23.45,0.88,11.27,114.0,0.84,115Q2,traded
TPEx,2026-09-15,4527,方土霖,40.8,9.47,7.35,114.0,1.82,115Q2,traded
TPEx,2026-09-15,4528,江興鍛,14.85,,1.35,114.0,0.55,115Q2,traded
TPEx,2026-09-15,4529,淳紳,3.54,,0.0,114.0,1.42,115Q2,traded
TPEx,2026-09-15,4530,天意能創,25.7,1285.0,0.0,114.0,2.07,115Q2,traded
TPEx,2026-09-15,4533,協易機,24.35,40.58,0.73,114.0,1.5,115Q2,traded
TPEx,2026-09-15,4534,慶騰,27.25,56.77,0.0,114.0,3.31,115Q2,traded
TPEx,2026-09-15,4535,至興,26.9,18.94,2.97,114.0,0.82,115Q2,traded
TPEx,2026-09-15,4538,大詠城,17.3,44.36,5.78,114.0,1.24,115Q2,traded
TPEx,2026-09-15,4541,晟田,56.3,14.33,2.49,114.0,2.18,115Q2,traded
TPEx,2026-09-15,4542,科嶠,250.0,114.68,0.37,114.0,9.17,115Q2,traded
TPEx,2026-09-15,4543,萬在,27.6,10.78,2.54,114.0,0.88,115Q2,traded
TPEx,2026-09-15,4549,桓達,94.2,23.14,3.4,114.0,2.84,115Q2,traded
TPEx,2026-09-15,4550,長佳,24.2,12.54,5.04,114.0,0.98,115Q2,traded
TPEx,2026-09-15,4554,橙的,28.1,10.0,7.12,114.0,1.43,115Q2,traded
TPEx,2026-09-15,4556,旭然,85.0,79.44,0.71,114.0,4.33,115Q2,traded
TPEx,2026-09-15,4558,寶緯,17.25,19.17,0.0,114.0,0.96,115Q2,traded
TPEx,2026-09-15,4561,健椿,39.5,23.1,0.51,114.0,1.63,115Q2,traded
TPEx,2026-09-15,4563,百德,44.65,,0.0,114.0,1.77,115Q2,traded
TPEx,2026-09-15,4568,科際精密,39.85,22.14,4.97,114.0,1.2,115Q2,traded
TPEx,2026-09-15,4577,達航科技,84.5,,0.0,114.0,4.36,115Q2,traded
TPEx,2026-09-15,4580,捷流閥業,80.8,13.36,4.95,114.0,1.38,115Q2,traded
TPEx,2026-09-15,4584,君帆,37.0,14.92,5.41,114.0,1.06,115Q2,traded
TPEx,2026-09-15,4609,唐鋒,4.24,22.32,0.0,114.0,1.55,115Q2,traded
TPEx,2026-09-15,4702,中美實,9.25,4.17,5.41,114.0,0.51,115Q2,traded
TPEx,2026-09-15,4706,大恭,34.1,30.72,0.88,114.0,1.74,115Q2,traded
TPEx,2026-09-15,4707,磐亞,26.15,20.27,1.91,114.0,1.28,115Q2,traded
TPEx,2026-09-15,4711,永純,16.3,19.18,3.07,114.0,0.97,115Q2,traded
TPEx,2026-09-15,4714,永捷,11.1,,0.0,114.0,0.93,115Q2,traded
TPEx,2026-09-15,4716,大立,16.3,28.1,0.0,114.0,1.35,115Q2,traded
TPEx,2026-09-15,4721,美琪瑪,71.0,14.29,3.24,114.0,3.68,115Q2,traded
TPEx,2026-09-15,4726,永昕,22.6,,0.0,114.0,3.32,115Q2,traded
TPEx,2026-09-15,4728,雙美,395.0,26.51,3.06,114.0,15.04,115Q2,traded
TPEx,2026-09-15,4729,熒茂,18.3,40.67,0.0,114.0,1.23,115Q2,traded
TPEx,2026-09-15,4735,豪展,35.6,6.39,5.62,114.0,1.21,115Q2,traded
TPEx,2026-09-15,4741,泓瀚,36.8,30.41,0.82,114.0,1.38,115Q2,traded
TPEx,2026-09-15,4743,合一,43.5,334.62,0.0,114.0,2.04,115Q2,traded
TPEx,2026-09-15,4744,皇將,27.45,18.18,3.64,114.0,1.26,115Q2,traded
TPEx,2026-09-15,4745,合富-KY,11.65,,0.0,114.0,0.27,115Q2,traded
TPEx,2026-09-15,4747,強生*,24.5,25.0,2.14,114.0,1.28,115Q2,traded
TPEx,2026-09-15,4749,新應材,705.0,54.69,1.13,114.0,6.32,115Q2,traded
TPEx,2026-09-15,4754,國碳科,37.15,11.5,6.19,114.0,2.1,115Q2,traded
TPEx,2026-09-15,4760,勤凱,257.0,26.33,1.83,114.0,6.13,115Q2,traded
TPEx,2026-09-15,4767,誠泰科技,27.75,10.8,3.96,114.0,0.89,115Q2,traded
TPEx,2026-09-15,4768,晶呈科技,292.5,,0.34,114.0,9.77,115Q2,traded
TPEx,2026-09-15,4772,台特化,238.5,43.05,1.26,114.0,9.52,115Q2,traded
TPEx,2026-09-15,4806,桂田文創,,,0.0,114.0,1.42,115Q2,no_trade
TPEx,2026-09-15,4903,聯光通,34.2,26.72,0.88,114.0,3.08,115Q2,traded
TPEx,2026-09-15,4905,台聯電,76.5,6.18,1.96,114.0,0.72,115Q2,traded
TPEx,2026-09-15,4907,富宇,43.9,6.11,3.42,114.0,1.69,115Q2,traded
TPEx,2026-09-15,4908,前鼎,224.0,89.24,0.45,114.0,9.93,115Q2,traded
TPEx,2026-09-15,4909,新復興,33.45,45.2,0.0,114.0,1.23,115Q2,traded
TPEx,2026-09-15,4911,德英,28.4,21.04,6.92,114.0,2.06,115Q2,traded
TPEx,2026-09-15,4923,力士,53.1,,0.0,114.0,3.56,115Q2,traded
TPEx,2026-09-15,4924,欣厚-KY,13.5,16.88,0.0,114.0,1.26,115Q2,traded
TPEx,2026-09-15,4931,新盛力,225.0,37.75,1.11,114.0,9.16,115Q2,traded
TPEx,2026-09-15,4933,友輝,51.2,7.1,5.64,114.0,1.09,115Q2,traded
TPEx,2026-09-15,4939,亞電,78.0,90.7,0.32,114.0,5.05,115Q2,traded
TPEx,2026-09-15,4946,辣椒,92.2,39.74,0.0,114.0,4.73,115Q2,traded
TPEx,2026-09-15,4950,金耘國際,15.7,19.87,0.0,114.0,1.64,115Q2,traded
TPEx,2026-09-15,4951,精拓科,80.2,12.57,5.61,114.0,2.92,115Q2,traded
TPEx,2026-09-15,4953,緯致,121.0,12.16,4.25,114.0,2.1,115Q2,traded
TPEx,2026-09-15,4966,譜瑞-KY,523.0,16.63,3.4,114.0,1.82,115Q2,traded
TPEx,2026-09-15,4971,IET-KY,522.0,130.17,0.16,114.0,5.58,115Q2,traded
TPEx,2026-09-15,4972,湯石照明,16.25,,0.0,114.0,0.64,115Q2,traded
TPEx,2026-09-15,4973,廣穎,135.0,7.61,0.74,114.0,2.54,115Q2,traded
TPEx,2026-09-15,4974,亞泰,70.3,14.41,5.55,114.0,1.55,115Q2,traded
TPEx,2026-09-15,4979,華星光,509.0,83.31,0.42,114.0,16.32,115Q2,traded
TPEx,2026-09-15,4991,環宇-KY,418.0,130.22,0.0,114.0,11.38,115Q2,traded
TPEx,2026-09-15,4995,晶達,51.9,14.74,3.84,114.0,2.33,115Q2,traded
TPEx,2026-09-15,5009,榮剛,31.95,15.21,3.76,114.0,1.03,115Q2,traded
TPEx,2026-09-15,5011,久陽,17.85,,0.0,114.0,0.93,115Q2,traded
TPEx,2026-09-15,5013,強新,30.0,13.7,2.33,114.0,1.02,115Q2,traded
TPEx,2026-09-15,5014,建錩,9.76,,5.12,114.0,0.68,115Q2,traded
TPEx,2026-09-15,5015,華祺,21.8,14.44,2.29,114.0,1.1,115Q2,traded
TPEx,2026-09-15,5016,松和,24.35,12.42,4.11,114.0,0.81,115Q2,traded
TPEx,2026-09-15,5201,凱衛,30.5,,1.64,114.0,1.85,115Q2,traded
TPEx,2026-09-15,5202,力新,14.15,,1.41,114.0,1.2,115Q2,traded
TPEx,2026-09-15,5205,中茂,18.7,,0.0,114.0,3.39,115Q2,traded
TPEx,2026-09-15,5206,坤悅,21.3,7.37,7.04,114.0,0.89,115Q2,traded
TPEx,2026-09-15,5209,新鼎,172.5,9.47,7.5,114.0,4.76,115Q2,traded
TPEx,2026-09-15,5210,寶碩,28.5,25.91,0.0,114.0,2.77,115Q2,traded
TPEx,2026-09-15,5211,蒙恬,20.6,,0.0,114.0,1.94,115Q2,traded
TPEx,2026-09-15,5212,凌網,46.35,7.31,9.06,114.0,2.88,115Q2,traded
TPEx,2026-09-15,5213,亞昕,20.4,12.67,13.73,114.0,1.02,115Q2,traded
TPEx,2026-09-15,5220,萬達光電,19.75,123.44,1.52,114.0,1.04,115Q2,traded
TPEx,2026-09-15,5223,安力-KY,22.9,,0.0,114.0,0.43,115Q2,traded
TPEx,2026-09-15,5227,立凱-KY,29.1,,0.0,114.0,3.64,115Q2,traded
TPEx,2026-09-15,5228,鈺鎧,38.8,19.02,0.0,114.0,2.55,115Q2,traded
TPEx,2026-09-15,5230,雷笛克光學,18.3,,2.73,114.0,0.78,115Q2,traded
TPEx,2026-09-15,5245,智晶,21.05,,0.0,114.0,1.5,115Q2,traded
TPEx,2026-09-15,5251,天鉞電,29.15,26.26,0.0,114.0,2.28,115Q2,traded
TPEx,2026-09-15,5263,智崴,89.4,42.37,0.0,114.0,1.65,115Q2,traded
TPEx,2026-09-15,5272,笙科,16.5,,0.0,114.0,1.11,115Q2,traded
TPEx,2026-09-15,5274,信驊,17520.0,116.87,0.46,114.0,85.0,115Q2,traded
TPEx,2026-09-15,5276,達輝-KY,17.9,17.05,4.47,114.0,1.36,115Q2,traded
TPEx,2026-09-15,5278,尚凡*,23.3,20.44,5.25,114.0,1.86,115Q2,traded
TPEx,2026-09-15,5287,數字,134.5,8.8,8.29,114.0,2.92,115Q2,traded
TPEx,2026-09-15,5289,宜鼎,1275.0,7.08,1.34,114.0,5.28,115Q2,traded
TPEx,2026-09-15,5291,邑昇,56.7,46.48,0.0,114.0,2.29,115Q2,traded
TPEx,2026-09-15,5299,杰力,92.3,11.49,3.97,114.0,1.41,115Q2,traded
TPEx,2026-09-15,5301,寶得利,5.0,,0.0,114.0,0.65,115Q2,traded
TPEx,2026-09-15,5302,太欣,9.6,,0.0,114.0,1.24,115Q2,traded
TPEx,2026-09-15,5309,系統電,49.25,289.71,1.01,114.0,2.14,115Q2,traded
TPEx,2026-09-15,5310,天剛,25.0,12.38,0.0,114.0,2.16,115Q2,traded
TPEx,2026-09-15,5312,寶島科,89.7,12.25,7.25,114.0,1.26,115Q2,traded
TPEx,2026-09-15,5314,世紀*,34.2,7.39,92.45,114.0,5.53,115Q2,traded
TPEx,2026-09-15,5315,光聯,18.0,10.84,8.89,114.0,1.11,115Q2,traded
TPEx,2026-09-15,5321,美而快,66.4,,0.0,114.0,4.96,115Q2,traded
TPEx,2026-09-15,5324,士開,12.25,,0.0,114.0,1.88,115Q2,traded
TPEx,2026-09-15,5328,華容,51.5,72.54,0.68,114.0,3.92,115Q2,traded
TPEx,2026-09-15,5340,建榮,81.8,44.95,0.73,114.0,6.72,115Q2,traded
TPEx,2026-09-15,5344,立衛,13.15,,0.0,114.0,2.07,115Q2,traded
TPEx,2026-09-15,5345,馥鴻,21.0,,0.0,114.0,3.73,115Q2,traded
TPEx,2026-09-15,5347,世界,153.0,33.12,2.92,114.0,4.56,115Q2,traded
TPEx,2026-09-15,5348,正能量智能,16.0,,0.0,114.0,2.18,115Q2,traded
TPEx,2026-09-15,5351,鈺創,102.5,15.87,0.0,114.0,4.67,115Q2,traded
TPEx,2026-09-15,5353,台林,27.6,15.25,3.62,114.0,1.43,115Q2,traded
TPEx,2026-09-15,5355,佳總,6.54,,0.0,114.0,1.5,115Q2,traded
TPEx,2026-09-15,5356,協益,25.85,11.64,7.74,114.0,0.61,115Q2,traded
TPEx,2026-09-15,5364,力麗店,8.33,,0.0,114.0,0.77,115Q2,traded
TPEx,2026-09-15,5381,光譜,22.65,28.67,0.0,114.0,2.04,115Q2,traded
TPEx,2026-09-15,5386,青雲,279.5,3.96,2.33,114.0,3.15,115Q2,traded
TPEx,2026-09-15,5392,能率,39.2,57.65,1.02,114.0,1.19,115Q2,traded
TPEx,2026-09-15,5398,慕康生醫,14.25,142.5,0.0,114.0,1.36,115Q2,traded
TPEx,2026-09-15,5403,中菲,93.1,11.84,6.98,114.0,2.85,115Q2,traded
TPEx,2026-09-15,5410,國眾,32.8,9.65,6.33,114.0,1.91,115Q2,traded
TPEx,2026-09-15,5425,台半,89.4,32.51,2.26,114.0,2.86,115Q2,traded
TPEx,2026-09-15,5426,振發,27.15,43.1,1.1,114.0,1.7,115Q2,traded
TPEx,2026-09-15,5432,新門,143.0,15.41,1.05,114.0,5.7,115Q2,traded
TPEx,2026-09-15,5438,東友,16.35,,4.59,114.0,0.57,115Q2,traded
TPEx,2026-09-15,5439,高技,237.5,13.13,3.03,114.0,5.47,115Q2,traded
TPEx,2026-09-15,5443,均豪,102.0,44.93,2.16,114.0,0.81,115Q2,traded
TPEx,2026-09-15,5450,南良,14.35,20.8,1.74,114.0,0.98,115Q2,traded
TPEx,2026-09-15,5452,佶優,25.45,46.27,0.98,114.0,1.73,115Q2,traded
TPEx,2026-09-15,5455,昇益,29.45,,0.0,114.0,1.42,115Q2,traded
TPEx,2026-09-15,5457,宣德,24.4,32.53,6.15,114.0,0.87,115Q2,traded
TPEx,2026-09-15,5460,同協,16.7,98.24,0.0,114.0,1.32,115Q2,traded
TPEx,2026-09-15,5464,霖宏,85.2,181.28,0.0,114.0,4.59,115Q2,traded
TPEx,2026-09-15,5465,富驊,24.2,15.13,4.96,114.0,1.44,115Q2,traded
TPEx,2026-09-15,5468,凱鈺,24.2,,0.0,114.0,2.53,115Q2,traded
TPEx,2026-09-15,5474,聰泰,150.5,25.73,2.66,114.0,3.05,115Q2,traded
TPEx,2026-09-15,5475,德宏,170.0,131.78,0.0,114.0,19.84,115Q2,traded
TPEx,2026-09-15,5478,智冠,96.6,11.87,7.76,114.0,1.66,115Q2,traded
TPEx,2026-09-15,5481,新華,21.2,,0.0,114.0,1.2,115Q2,traded
TPEx,2026-09-15,5483,中美晶,176.0,19.62,1.99,114.0,2.11,115Q2,traded
TPEx,2026-09-15,5487,通泰,29.6,,0.0,114.0,1.37,115Q2,traded
TPEx,2026-09-15,5488,松普,11.6,,0.52,114.0,1.05,115Q2,traded
TPEx,2026-09-15,5489,彩富,39.4,18.85,3.81,114.0,1.74,115Q2,traded
TPEx,2026-09-15,5490,同亨,25.0,12.14,6.0,114.0,1.73,115Q2,traded
TPEx,2026-09-15,5493,三聯,83.3,14.85,3.24,114.0,2.0,115Q2,traded
TPEx,2026-09-15,5498,凱崴,49.05,140.14,0.51,114.0,4.33,115Q2,traded
TPEx,2026-09-15,5508,永信建,51.9,16.96,5.35,114.0,2.07,115Q2,traded
TPEx,2026-09-15,5511,德昌,69.1,4.84,8.09,114.0,1.08,115Q2,traded
TPEx,2026-09-15,5512,力麒,7.67,54.79,1.3,114.0,0.43,115Q2,traded
TPEx,2026-09-15,5514,三豐,15.15,63.13,0.0,114.0,1.0,115Q2,traded
TPEx,2026-09-15,5516,雙喜,11.9,11.67,0.0,114.0,1.32,115Q2,traded
TPEx,2026-09-15,5520,力泰,81.8,8.31,8.56,114.0,1.49,115Q2,traded
TPEx,2026-09-15,5523,豐謙,30.35,,1.65,114.0,1.66,115Q2,traded
TPEx,2026-09-15,5529,鉅陞,24.7,6.9,1.56,114.0,1.63,115Q2,traded
TPEx,2026-09-15,5530,龍巖,49.85,14.88,0.0,114.0,0.67,115Q2,traded
TPEx,2026-09-15,5536,聖暉*,837.0,20.91,2.39,114.0,6.25,115Q2,traded
TPEx,2026-09-15,5543,桓鼎-KY,27.45,58.4,0.0,114.0,2.56,115Q2,traded
TPEx,2026-09-15,5547,久舜,19.9,10.21,9.76,114.0,1.23,115Q2,traded
TPEx,2026-09-15,5548,安倉,20.3,10.2,9.25,114.0,1.05,115Q2,traded
TPEx,2026-09-15,5601,台聯櫃,,73.66,1.26,114.0,1.42,115Q2,no_trade
TPEx,2026-09-15,5603,陸海,13.55,33.88,3.69,114.0,0.76,115Q2,traded
TPEx,2026-09-15,5604,中連,30.85,29.38,6.48,114.0,1.72,115Q2,traded
TPEx,2026-09-15,5609,中菲行,78.4,10.23,7.14,114.0,1.75,115Q2,traded
TPEx,2026-09-15,5701,劍湖山,4.23,,0.0,114.0,1.37,115Q2,traded
TPEx,2026-09-15,5703,亞都,,16.83,0.0,114.0,1.75,115Q2,no_trade
TPEx,2026-09-15,5704,老爺知,22.65,161.79,0.0,114.0,1.36,115Q2,traded
TPEx,2026-09-15,5864,致和證,34.1,2.46,4.69,114.0,1.2,115Q2,traded
TPEx,2026-09-15,5878,台名,38.05,15.16,6.31,114.0,1.83,115Q2,traded
TPEx,2026-09-15,5902,德記,34.4,16.46,4.8,114.0,2.63,115Q2,traded
TPEx,2026-09-15,5903,全家,184.5,23.5,3.52,114.0,4.69,115Q2,traded
